MutantID,Operator,Extra,POS_NEG,Class,Line,Original,Mutated
429,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@min(short[]),830,30766,false
430,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@min(short[]),831,30791,<NO-OP>
431,STD,<CALL>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@min(byte[]),848,31281,<NO-OP>
432,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@min(byte[]),851,31366,1
433,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@min(byte[]),851,31366,-1
434,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@min(byte[]),852,31391,0
435,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@min(byte[]),852,31391,-1
436,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(byte[]),852,31394,i != array.length
437,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(byte[]),852,31394,i <= array.length
438,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@min(byte[]),852,31396,false
439,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(byte[]),853,31435,array[i] != min
440,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(byte[]),853,31435,array[i] <= min
441,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@min(byte[]),853,31444,false
442,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@min(byte[]),854,31469,<NO-OP>
443,STD,<CALL>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@min(double[]),872,32076,<NO-OP>
444,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@min(double[]),875,32163,1
445,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@min(double[]),875,32163,-1
446,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@min(double[]),876,32188,0
447,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@min(double[]),876,32188,-1
448,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(double[]),876,32191,i != array.length
449,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(double[]),876,32191,i <= array.length
450,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@min(double[]),876,32193,false
451,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@min(double[]),877,32244,false
452,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@min(double[]),877,32244,true
453,ROR,"<(double,double)","!=(double,double)",org.apache.commons.lang3.math.NumberUtils@min(double[]),880,32323,array[i] != min
454,ROR,"<(double,double)","<=(double,double)",org.apache.commons.lang3.math.NumberUtils@min(double[]),880,32323,array[i] <= min
455,ROR,"<(double,double)","FALSE(double,double)",org.apache.commons.lang3.math.NumberUtils@min(double[]),880,32332,false
456,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@min(double[]),881,32357,<NO-OP>
457,STD,<CALL>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@min(float[]),899,32960,<NO-OP>
458,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@min(float[]),902,33046,1
459,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@min(float[]),902,33046,-1
460,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@min(float[]),903,33071,0
461,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@min(float[]),903,33071,-1
462,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(float[]),903,33074,i != array.length
463,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(float[]),903,33074,i <= array.length
464,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@min(float[]),903,33076,false
465,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@min(float[]),904,33126,false
466,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@min(float[]),904,33126,true
467,ROR,"<(float,float)","!=(float,float)",org.apache.commons.lang3.math.NumberUtils@min(float[]),907,33204,array[i] != min
468,ROR,"<(float,float)","<=(float,float)",org.apache.commons.lang3.math.NumberUtils@min(float[]),907,33204,array[i] <= min
469,ROR,"<(float,float)","FALSE(float,float)",org.apache.commons.lang3.math.NumberUtils@min(float[]),907,33213,false
470,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@min(float[]),908,33238,<NO-OP>
471,STD,<CALL>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@max(long[]),927,33823,<NO-OP>
472,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@max(long[]),930,33904,1
473,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@max(long[]),930,33904,-1
474,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@max(long[]),931,33929,0
475,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@max(long[]),931,33929,-1
476,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(long[]),931,33932,j != array.length
477,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(long[]),931,33932,j <= array.length
478,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@max(long[]),931,33934,false
479,ROR,">(long,long)","!=(long,long)",org.apache.commons.lang3.math.NumberUtils@max(long[]),932,33973,array[j] != max
480,ROR,">(long,long)",">=(long,long)",org.apache.commons.lang3.math.NumberUtils@max(long[]),932,33973,array[j] >= max
481,ROR,">(long,long)","FALSE(long,long)",org.apache.commons.lang3.math.NumberUtils@max(long[]),932,33982,false
482,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@max(long[]),933,34007,<NO-OP>
483,STD,<CALL>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@max(int[]),950,34491,<NO-OP>
484,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@max(int[]),953,34575,1
485,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@max(int[]),953,34575,-1
486,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@max(int[]),954,34600,0
487,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@max(int[]),954,34600,-1
488,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(int[]),954,34603,j != array.length
489,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(int[]),954,34603,j <= array.length
490,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@max(int[]),954,34605,false
491,ROR,">(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(int[]),955,34644,array[j] != max
492,ROR,">(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(int[]),955,34644,array[j] >= max
493,ROR,">(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@max(int[]),955,34653,false
494,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@max(int[]),956,34678,<NO-OP>
495,STD,<CALL>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@max(short[]),973,35170,<NO-OP>
496,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@max(short[]),976,35256,1
497,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@max(short[]),976,35256,-1
498,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@max(short[]),977,35281,0
499,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@max(short[]),977,35281,-1
500,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(short[]),977,35284,i != array.length
501,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(short[]),977,35284,i <= array.length
502,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@max(short[]),977,35286,false
503,ROR,">(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(short[]),978,35325,array[i] != max
504,ROR,">(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(short[]),978,35325,array[i] >= max
505,ROR,">(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@max(short[]),978,35334,false
506,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@max(short[]),979,35359,<NO-OP>
507,STD,<CALL>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@max(byte[]),996,35849,<NO-OP>
508,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@max(byte[]),999,35934,1
509,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@max(byte[]),999,35934,-1
510,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@max(byte[]),1000,35959,0
511,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@max(byte[]),1000,35959,-1
512,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(byte[]),1000,35962,i != array.length
513,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(byte[]),1000,35962,i <= array.length
514,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@max(byte[]),1000,35964,false
515,ROR,">(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(byte[]),1001,36003,array[i] != max
516,ROR,">(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(byte[]),1001,36003,array[i] >= max
517,ROR,">(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@max(byte[]),1001,36012,false
518,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@max(byte[]),1002,36037,<NO-OP>
519,STD,<CALL>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@max(double[]),1020,36643,<NO-OP>
520,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@max(double[]),1023,36726,1
521,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@max(double[]),1023,36726,-1
522,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@max(double[]),1024,36751,0
523,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@max(double[]),1024,36751,-1
524,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(double[]),1024,36754,j != array.length
525,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(double[]),1024,36754,j <= array.length
526,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@max(double[]),1024,36756,false
527,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@max(double[]),1025,36807,false
528,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@max(double[]),1025,36807,true
529,ROR,">(double,double)","!=(double,double)",org.apache.commons.lang3.math.NumberUtils@max(double[]),1028,36886,array[j] != max
530,ROR,">(double,double)",">=(double,double)",org.apache.commons.lang3.math.NumberUtils@max(double[]),1028,36886,array[j] >= max
531,ROR,">(double,double)","FALSE(double,double)",org.apache.commons.lang3.math.NumberUtils@max(double[]),1028,36895,false
532,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@max(double[]),1029,36920,<NO-OP>
533,STD,<CALL>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@max(float[]),1047,37523,<NO-OP>
534,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@max(float[]),1050,37605,1
535,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@max(float[]),1050,37605,-1
536,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@max(float[]),1051,37630,0
537,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@max(float[]),1051,37630,-1
538,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(float[]),1051,37633,j != array.length
539,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@max(float[]),1051,37633,j <= array.length
540,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@max(float[]),1051,37635,false
541,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@max(float[]),1052,37685,false
542,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@max(float[]),1052,37685,true
543,ROR,">(float,float)","!=(float,float)",org.apache.commons.lang3.math.NumberUtils@max(float[]),1055,37763,array[j] != max
544,ROR,">(float,float)",">=(float,float)",org.apache.commons.lang3.math.NumberUtils@max(float[]),1055,37763,array[j] >= max
545,ROR,">(float,float)","FALSE(float,float)",org.apache.commons.lang3.math.NumberUtils@max(float[]),1055,37772,false
546,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@max(float[]),1056,37797,<NO-OP>
547,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.lang3.math.NumberUtils@validateArray(java.lang.Object),1070,38159,false
548,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@validateArray(java.lang.Object),1072,38293,1
549,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@validateArray(java.lang.Object),1072,38293,-1
550,ROR,"==(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@validateArray(java.lang.Object),1072,38267,Array.getLength(array) <= 0
551,ROR,"==(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@validateArray(java.lang.Object),1072,38267,Array.getLength(array) >= 0
552,ROR,"==(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@validateArray(java.lang.Object),1072,38290,false
553,ROR,"<(long,long)","!=(long,long)","org.apache.commons.lang3.math.NumberUtils@min(long,long,long)",1088,38776,b != a
554,ROR,"<(long,long)","<=(long,long)","org.apache.commons.lang3.math.NumberUtils@min(long,long,long)",1088,38776,b <= a
555,ROR,"<(long,long)","FALSE(long,long)","org.apache.commons.lang3.math.NumberUtils@min(long,long,long)",1088,38778,false
556,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@min(long,long,long)",1089,38797,<NO-OP>
557,ROR,"<(long,long)","!=(long,long)","org.apache.commons.lang3.math.NumberUtils@min(long,long,long)",1091,38826,c != a
558,ROR,"<(long,long)","<=(long,long)","org.apache.commons.lang3.math.NumberUtils@min(long,long,long)",1091,38826,c <= a
559,ROR,"<(long,long)","FALSE(long,long)","org.apache.commons.lang3.math.NumberUtils@min(long,long,long)",1091,38828,false
560,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@min(long,long,long)",1092,38847,<NO-OP>
561,ROR,"<(int,int)","!=(int,int)","org.apache.commons.lang3.math.NumberUtils@min(int,int,int)",1106,39169,b != a
562,ROR,"<(int,int)","<=(int,int)","org.apache.commons.lang3.math.NumberUtils@min(int,int,int)",1106,39169,b <= a
563,ROR,"<(int,int)","FALSE(int,int)","org.apache.commons.lang3.math.NumberUtils@min(int,int,int)",1106,39171,false
564,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@min(int,int,int)",1107,39190,<NO-OP>
565,ROR,"<(int,int)","!=(int,int)","org.apache.commons.lang3.math.NumberUtils@min(int,int,int)",1109,39219,c != a
566,ROR,"<(int,int)","<=(int,int)","org.apache.commons.lang3.math.NumberUtils@min(int,int,int)",1109,39219,c <= a
567,ROR,"<(int,int)","FALSE(int,int)","org.apache.commons.lang3.math.NumberUtils@min(int,int,int)",1109,39221,false
568,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@min(int,int,int)",1110,39240,<NO-OP>
569,ROR,"<(int,int)","!=(int,int)","org.apache.commons.lang3.math.NumberUtils@min(short,short,short)",1124,39572,b != a
570,ROR,"<(int,int)","<=(int,int)","org.apache.commons.lang3.math.NumberUtils@min(short,short,short)",1124,39572,b <= a
571,ROR,"<(int,int)","FALSE(int,int)","org.apache.commons.lang3.math.NumberUtils@min(short,short,short)",1124,39574,false
572,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@min(short,short,short)",1125,39593,<NO-OP>
573,ROR,"<(int,int)","!=(int,int)","org.apache.commons.lang3.math.NumberUtils@min(short,short,short)",1127,39622,c != a
574,ROR,"<(int,int)","<=(int,int)","org.apache.commons.lang3.math.NumberUtils@min(short,short,short)",1127,39622,c <= a
575,ROR,"<(int,int)","FALSE(int,int)","org.apache.commons.lang3.math.NumberUtils@min(short,short,short)",1127,39624,false
576,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@min(short,short,short)",1128,39643,<NO-OP>
577,ROR,"<(int,int)","!=(int,int)","org.apache.commons.lang3.math.NumberUtils@min(byte,byte,byte)",1142,39970,b != a
578,ROR,"<(int,int)","<=(int,int)","org.apache.commons.lang3.math.NumberUtils@min(byte,byte,byte)",1142,39970,b <= a
579,ROR,"<(int,int)","FALSE(int,int)","org.apache.commons.lang3.math.NumberUtils@min(byte,byte,byte)",1142,39972,false
580,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@min(byte,byte,byte)",1143,39991,<NO-OP>
581,ROR,"<(int,int)","!=(int,int)","org.apache.commons.lang3.math.NumberUtils@min(byte,byte,byte)",1145,40020,c != a
582,ROR,"<(int,int)","<=(int,int)","org.apache.commons.lang3.math.NumberUtils@min(byte,byte,byte)",1145,40020,c <= a
583,ROR,"<(int,int)","FALSE(int,int)","org.apache.commons.lang3.math.NumberUtils@min(byte,byte,byte)",1145,40022,false
584,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@min(byte,byte,byte)",1146,40041,<NO-OP>
585,ROR,">(long,long)","!=(long,long)","org.apache.commons.lang3.math.NumberUtils@max(long,long,long)",1194,41587,b != a
586,ROR,">(long,long)",">=(long,long)","org.apache.commons.lang3.math.NumberUtils@max(long,long,long)",1194,41587,b >= a
587,ROR,">(long,long)","FALSE(long,long)","org.apache.commons.lang3.math.NumberUtils@max(long,long,long)",1194,41589,false
588,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@max(long,long,long)",1195,41608,<NO-OP>
589,ROR,">(long,long)","!=(long,long)","org.apache.commons.lang3.math.NumberUtils@max(long,long,long)",1197,41637,c != a
590,ROR,">(long,long)",">=(long,long)","org.apache.commons.lang3.math.NumberUtils@max(long,long,long)",1197,41637,c >= a
591,ROR,">(long,long)","FALSE(long,long)","org.apache.commons.lang3.math.NumberUtils@max(long,long,long)",1197,41639,false
592,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@max(long,long,long)",1198,41658,<NO-OP>
593,ROR,">(int,int)","!=(int,int)","org.apache.commons.lang3.math.NumberUtils@max(int,int,int)",1212,41979,b != a
594,ROR,">(int,int)",">=(int,int)","org.apache.commons.lang3.math.NumberUtils@max(int,int,int)",1212,41979,b >= a
595,ROR,">(int,int)","FALSE(int,int)","org.apache.commons.lang3.math.NumberUtils@max(int,int,int)",1212,41981,false
596,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@max(int,int,int)",1213,42000,<NO-OP>
597,ROR,">(int,int)","!=(int,int)","org.apache.commons.lang3.math.NumberUtils@max(int,int,int)",1215,42029,c != a
598,ROR,">(int,int)",">=(int,int)","org.apache.commons.lang3.math.NumberUtils@max(int,int,int)",1215,42029,c >= a
599,ROR,">(int,int)","FALSE(int,int)","org.apache.commons.lang3.math.NumberUtils@max(int,int,int)",1215,42031,false
600,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@max(int,int,int)",1216,42050,<NO-OP>
601,ROR,">(int,int)","!=(int,int)","org.apache.commons.lang3.math.NumberUtils@max(short,short,short)",1230,42381,b != a
602,ROR,">(int,int)",">=(int,int)","org.apache.commons.lang3.math.NumberUtils@max(short,short,short)",1230,42381,b >= a
603,ROR,">(int,int)","FALSE(int,int)","org.apache.commons.lang3.math.NumberUtils@max(short,short,short)",1230,42383,false
604,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@max(short,short,short)",1231,42402,<NO-OP>
605,ROR,">(int,int)","!=(int,int)","org.apache.commons.lang3.math.NumberUtils@max(short,short,short)",1233,42431,c != a
606,ROR,">(int,int)",">=(int,int)","org.apache.commons.lang3.math.NumberUtils@max(short,short,short)",1233,42431,c >= a
607,ROR,">(int,int)","FALSE(int,int)","org.apache.commons.lang3.math.NumberUtils@max(short,short,short)",1233,42433,false
608,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@max(short,short,short)",1234,42452,<NO-OP>
609,ROR,">(int,int)","!=(int,int)","org.apache.commons.lang3.math.NumberUtils@max(byte,byte,byte)",1248,42778,b != a
610,ROR,">(int,int)",">=(int,int)","org.apache.commons.lang3.math.NumberUtils@max(byte,byte,byte)",1248,42778,b >= a
611,ROR,">(int,int)","FALSE(int,int)","org.apache.commons.lang3.math.NumberUtils@max(byte,byte,byte)",1248,42780,false
612,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@max(byte,byte,byte)",1249,42799,<NO-OP>
613,ROR,">(int,int)","!=(int,int)","org.apache.commons.lang3.math.NumberUtils@max(byte,byte,byte)",1251,42828,c != a
614,ROR,">(int,int)",">=(int,int)","org.apache.commons.lang3.math.NumberUtils@max(byte,byte,byte)",1251,42828,c >= a
615,ROR,">(int,int)","FALSE(int,int)","org.apache.commons.lang3.math.NumberUtils@max(byte,byte,byte)",1251,42830,false
616,STD,<ASSIGN>,<NO-OP>,"org.apache.commons.lang3.math.NumberUtils@max(byte,byte,byte)",1252,42849,<NO-OP>
617,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@isDigits(java.lang.String),1301,44507,false
618,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@isDigits(java.lang.String),1301,44507,true
619,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isDigits(java.lang.String),1302,44535,true
620,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@isDigits(java.lang.String),1304,44573,1
621,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@isDigits(java.lang.String),1304,44573,-1
622,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@isDigits(java.lang.String),1304,44576,i != str.length()
623,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@isDigits(java.lang.String),1304,44576,i <= str.length()
624,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isDigits(java.lang.String),1304,44578,false
625,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@isDigits(java.lang.String),1305,44635,false
626,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@isDigits(java.lang.String),1305,44635,true
627,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isDigits(java.lang.String),1306,44677,true
628,LVR,TRUE,FALSE,org.apache.commons.lang3.math.NumberUtils@isDigits(java.lang.String),1309,44723,false
629,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1326,45318,false
630,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1326,45318,true
631,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1327,45346,true
632,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1331,45467,true
633,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1332,45504,true
634,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1333,45540,true
635,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1334,45576,true
636,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1336,45664,1
637,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1336,45664,-1
638,ROR,"==(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1336,45658,chars[0] <= '-'
639,ROR,"==(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1336,45658,chars[0] >= '-'
640,ROR,"==(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1336,45667,false
641,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1336,45677,0
642,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1336,45677,-1
643,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1336,45681,1
644,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1336,45681,-1
645,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45709,0
646,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45709,-1
647,AOR,"+(int,int)","%(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45701,start % 1
648,AOR,"+(int,int)","*(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45701,start * 1
649,AOR,"+(int,int)","-(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45701,start - 1
650,AOR,"+(int,int)","/(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45701,start / 1
651,ROR,">(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45696,sz != start + 1
652,ROR,">(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45696,sz >= start + 1
653,ROR,">(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45699,false
654,ROR,"==(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45714,chars[start] <= '0'
655,ROR,"==(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45714,chars[start] >= '0'
656,ROR,"==(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45727,false
657,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45696,sz > start + 1 == (chars[start] == '0')
658,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45711,false
659,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1337,45696,sz > start + 1
